Job Title,Job Topics,Duration,Type,Company,Stipend,Job Type,Last Date,Job Description,Job Role,Location,Coordinates
AgriTech Solutions Intern,"Soil Analysis, Crop Management, Precision Farming",6 Months,Long Term,GreenWorld,1500,Full Time,10-09-2026,"As a AgriTech Solutions Intern, you will explore Soil Analysis, Crop Management and Precision Farming, optimizing farming practices or analyzing soil data using precision agriculture tools. Youâ€™ll collaborate with agronomists to improve crop yields.",Agriculture,"Ujjain, Madhya Pradesh, India","23.1885131,75.7716562"
Software Developer Intern,"API Development, Code Review",3 Months,Semester,CodeCraft,12000,Onsite,11-09-2026,"As a Software Developer Intern, you will gain hands-on experience in API Development, Code Review. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",IT and Software Development,"Nanded, Maharashtra, India","19.09400875,77.48319215130235"
Sustainable Fashion Intern,"Illustration, Typography, Photoshop",4 Months,Semester,FashionGoo,900,Onsite,12-09-2026,"As a Sustainable Fashion Intern, you will create Illustration, Typography and Photoshop, designing user-centric visuals or prototypes using Adobe Creative Suite or Figma. Youâ€™ll work with design teams to refine brand aesthetics.",Design,"Greater Noida, Uttar Pradesh, India","28.4670734,77.5137649"
Astrochemistry Intern,"Interstellar Molecules, Chemical Analysis",3 Months,Semester,AstroChem,1250,Full Time,14-09-2026,"As an Astrochemistry Intern, you will gain hands-on experience in Interstellar Molecules, Chemical Analysis. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Astrochemistry,"Kanpur, Uttar Pradesh, India","26.4609135,80.3217588"
Farming Intern,"Pest Control, Crop Rotation",6 Months,Long Term,AgricFarm,900,Onsite,14-09-2026,"As a Farming Intern, you will gain hands-on experience in Pest Control, Crop Rotation. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Agriculture and Allied,"Navi Mumbai, Maharashtra, India","19.0308262,73.0198537"
Cultural Research Intern,"Community Engagement, Policy Research, Impact Analysis",4 Months,Semester,Astra Innovations,800,Onsite,15-09-2026,"As a Cultural Research Intern, you will engage in Community Engagement, Policy Research and Impact Analysis, conducting community surveys or policy analysis. Youâ€™ll work with social impact teams to drive meaningful change.",Social,"Aizawl, Mizoram, India","23.7433532,92.7382756"
Aviation Operations Intern,"Cargo Handling, Flight Dispatch",6 Months,Semester,AviOps,1300,Onsite,15-09-2026,"As a Aviation Operations Intern, you will gain hands-on experience in Cargo Handling, Flight Dispatch. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Aviation & Defence,"Gandhinagar, Gujarat, India","23.2232877,72.6492267"
AgriTech Solutions Intern,"Soil Analysis, Precision Farming, AgriTech",2 Months,Summer,PixelTech,1600,Full Time,15-09-2026,"As a AgriTech Solutions Intern, you will explore Soil Analysis, Precision Farming and AgriTech, optimizing farming practices or analyzing soil data using precision agriculture tools. Youâ€™ll collaborate with agronomists to improve crop yields.",Agriculture,"Itanagar, Arunachal Pradesh, India","27.0979659,93.6237291"
Urban Planning Intern,"Zoning Analysis, Public Transport Planning",4 Months,Long Term,CityPlan,1200,Onsite,15-09-2026,"As an Urban Planning Intern, you will gain hands-on experience in Zoning Analysis, Public Transport Planning. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Urban Planning,"Kamarhati, West Bengal, India","22.6810246,88.3715343"
Urban Mobility Intern,"Market Analysis, Strategy, Operations",2 Months,Summer,Boldbridge Partners,1300,Full Time,18-09-2026,"As a Urban Mobility Intern, you will conduct Market Analysis, Strategy and Operations, developing strategies and analyzing market trends. Youâ€™ll collaborate with business leaders to drive operational improvements.",Business,"Bhubaneswar, Odisha, India","20.2602964,85.8394521"
Cyber-Physical Systems Intern,"Embedded Systems, IoT Security",3 Months,Semester,CyberPhys,1100,Full Time,19-09-2026,"As a Cyber-Physical Systems Intern, you will gain hands-on experience in Embedded Systems, IoT Security. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Cyber-Physical Systems,"Nanded, Maharashtra, India","19.09400875,77.48319215130235"
Cultural Research Intern,"Community Engagement, Field Surveys, Data Collection",3 Months,Summer,Banshee Labs,1200,Onsite,20-09-2026,"As a Cultural Research Intern, you will engage in Community Engagement, Field Surveys and Data Collection, conducting community surveys or policy analysis. Youâ€™ll work with social impact teams to drive meaningful change.",Social,"Erode, Tamil Nadu, India","11.3306483,77.7276519"
Business Development Intern,"Market Research, Partnership Deals",4 Months,Semester,BusDev Co.,1400,Onsite,21-09-2026,"As a Business Development Intern, you will gain hands-on experience in Market Research, Partnership Deals. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Diversified Conglomerates,"Vadodara, Gujarat, India","22.2973142,73.1942567"
Hotel Management Intern,"Revenue Management, Staff Training",4 Months,Semester,Hosteluxe,12000,Onsite,22-09-2026,"As a Hotel Management Intern, you will gain hands-on experience in Revenue Management, Staff Training. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Travel & Hospitality,"Haldwani, Uttarakhand, India","29.2144809,79.5279012"
EdTech UX Intern,"Learning Analytics, Gamification, Student Engagement",6 Months,Long Term,Nova Networks,1300,Full Time,22-09-2026,"As a EdTech UX Intern, you will design Learning Analytics, Gamification and Student Engagement, creating engaging educational content or platforms using LMS tools or analytics. Youâ€™ll work with educators to enhance learning experiences.",EdTech,"Ulhasnagar, Maharashtra, India","19.2236329,73.1671515"
Ethical AI Intern,"Bias Mitigation, Algorithm Transparency",4 Months,Converting,AIEthics Lab,13000,Onsite,23-09-2026,"As an Ethical AI Intern, you will gain hands-on experience in Bias Mitigation, Algorithm Transparency. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",AI Ethics,"Howrah, West Bengal, India","22.5736296,88.3251045"
Urban Mobility Intern,"Market Analysis, Strategy, Entrepreneurship",6 Months,Long Term,Meridian Media,1400,Full Time,25-09-2026,"As a Urban Mobility Intern, you will conduct Market Analysis, Strategy and Entrepreneurship, developing strategies and analyzing market trends. Youâ€™ll collaborate with business leaders to drive operational improvements.",Business,"Shillong, Meghalaya, India","25.5760446,91.8825282"
Wildlife Conservation Intern,"Habitat Restoration, Species Monitoring",5 Months,Long Term,WildCare,900,Full Time,27-09-2026,"As a Wildlife Conservation Intern, you will gain hands-on experience in Habitat Restoration, Species Monitoring. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Conservation,"Ichalkaranji, Maharashtra, India","16.6959348,74.4555755"
Quantum Cryptography Intern,"Quantum Key Distribution, Secure Protocols",4 Months,Converting,QuantumSecure,12500,Onsite,27-09-2026,"As a Quantum Cryptography Intern, you will gain hands-on experience in Quantum Key Distribution, Secure Protocols. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Quantum Cryptography,"Pune, Maharashtra, India","18.5213738,73.8545071"
AI Ops Intern,"Computer Vision, Model Evaluation, Deep Learning",4 Months,Semester,DataNest,1100,Onsite,28-09-2026,"As a AI Ops Intern, you will develop and test Computer Vision, Model Evaluation and Deep Learning using tools like TensorFlow or PyTorch, contributing to innovative AI solutions. Youâ€™ll analyze model performance, collaborate with data scientists, and present findings to stakeholders.",AI,"Bilaspur, Chhattisgarh, India","22.0785627,82.1476475"
Digital Ethnography Intern,"Online Community Analysis, Cultural Mapping",5 Months,Semester,EthnoDigital,1000,Full Time,28-09-2026,"As a Digital Ethnography Intern, you will gain hands-on experience in Online Community Analysis, Cultural Mapping. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Digital Ethnography,"Mumbai, Maharashtra, India","19.054999,72.8692035"
Digital Twin Intern,"Simulation Modeling, Real-Time Monitoring",2 Months,Converting,TwinTech,16000,Onsite,30-09-2026,"As a Digital Twin Intern, you will gain hands-on experience in Simulation Modeling, Real-Time Monitoring. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Digital Twin Technology,"Pune, Maharashtra, India","18.5213738,73.8545071"
Eco-Hydrology Intern,"Water Cycle Analysis, Wetland Restoration",4 Months,Converting,HydroEco,12500,Onsite,01-10-2026,"As an Eco-Hydrology Intern, you will gain hands-on experience in Water Cycle Analysis, Wetland Restoration. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Eco-Hydrology,"Agartala, Tripura, India","23.8312377,91.2823821"
Agro-Processing Intern,"Drying Techniques, Milling Operations",4 Months,Semester,ProcessAgro,15000,Full Time,01-10-2026,"As a Agro-Processing Intern, you will gain hands-on experience in Drying Techniques, Milling Operations. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Agriculture and Allied,"Asansol, West Bengal, India","23.6871297,86.9746587"
Defence Manufacturing Intern,"Radar Systems, Missile Assembly",5 Months,Converting,DefenceTech,14000,Full Time,02-10-2026,"As a Defence Manufacturing Intern, you will gain hands-on experience in Radar Systems, Missile Assembly. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Aviation & Defence,"Rajkot, Gujarat, India","22.3053263,70.8028377"
Cultural Research Intern,"Field Surveys, Data Collection, Impact Analysis",2 Months,Summer,Triton Ventures,1500,Full Time,02-10-2026,"As a Cultural Research Intern, you will engage in Field Surveys, Data Collection and Impact Analysis, conducting community surveys or policy analysis. Youâ€™ll work with social impact teams to drive meaningful change.",Social,"Shimoga, Karnataka, India","13.9326093,75.574978"
Customer Service Intern,"Billing, Query Resolution, Support",3 Months,Semester,happy people,9000,Full Time,05-10-2026,"As a Customer Service Intern, you will gain hands-on experience in Billing, Query Resolution, Support. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Telecom,"Bhavnagar, Gujarat, India","21.7718836,72.1416449"
EdTech UX Intern,"Curriculum Design, E-Learning Platforms, Student Engagement",3 Months,Summer,TeachUs,900,Onsite,05-10-2026,"As a EdTech UX Intern, you will design Curriculum Design, E-Learning Platforms and Student Engagement, creating engaging educational content or platforms using LMS tools or analytics. Youâ€™ll work with educators to enhance learning experiences.",EdTech,"Bhubaneswar, Odisha, India","20.2602964,85.8394521"
Vehicle Design Intern,"Material Selection, CAD Modeling",6 Months,Converting,UrbanWorks,7000,Onsite,05-10-2026,"As a Vehicle Design Intern, you will gain hands-on experience in Material Selection, CAD Modeling. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Automotive,"Itanagar, Arunachal Pradesh, India","27.0979659,93.6237291"
