Job Title,Job Topics,Duration,Type,Company,Stipend,Job Type,Last Date,Job Description,Job Role
UI/UX Design Intern,"User Research, Wireframing, Usability Testing",4 Months,Research,DataNest,"₹20,000",Full-time,11-09-2025,"As a UI/UX Design Intern, you will gain hands-on experience in User Research, Wireframing, Usability Testing. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",UI/UX Design
UI/UX Design Intern,"User Research, Wireframing",3 Months,Long-term,QuantumEdge,"₹10,000",Part-time,03-10-2025,"As a UI/UX Design Intern, you will gain hands-on experience in User Research, Wireframing. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",UI/UX Design
UI/UX Design Intern,"Prototyping, Usability Testing",2 Months,Research,EduNext,"₹8,000",Full-time,18-09-2025,"As a UI/UX Design Intern, you will gain hands-on experience in Prototyping, Usability Testing. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",UI/UX Design
UI/UX Design Intern,"User Research, Wireframing, Prototyping, Usability Testing",6 Months,Research,EduNext,"₹18,000",Part-time,22-09-2025,"As a UI/UX Design Intern, you will gain hands-on experience in Photography, Animation, Storyboarding. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",UI/UX Design
Urban Mobility Intern,"Market Analysis, Strategy, Operations",2 Months,Summer,DataNest,$1300,Full Time,18-09-2026,"As a Urban Mobility Intern, you will conduct Market Analysis, Strategy and Operations, developing strategies and analyzing market trends. You’ll collaborate with business leaders to drive operational improvements.",Business
Urban Mobility Intern,"Operations, Entrepreneurship",3 Months,Summer,GreenWorld,$1000,Part Time,08-09-2026,"As a Urban Mobility Intern, you will conduct Operations and Entrepreneurship, developing strategies and analyzing market trends. You’ll collaborate with business leaders to drive operational improvements.",Business
Urban Mobility Intern,"Market Analysis, Strategy, Entrepreneurship",6 Months,Long Term,BuildCon,$1400,Full Time,25-09-2026,"As a Urban Mobility Intern, you will conduct Market Analysis, Strategy and Entrepreneurship, developing strategies and analyzing market trends. You’ll collaborate with business leaders to drive operational improvements.",Business
Urban Planning Intern,"Market Analysis, Strategy, Operations",4 Months,Semester,PixelTech,$900,Part Time,15-02-2026,"As a Urban Planning Intern, you will conduct Market Analysis, Strategy and Operations, developing strategies and analyzing market trends. You’ll collaborate with business leaders to drive operational improvements.",Business
Urban Planning Intern,"Operations, Entrepreneurship",2 Months,Summer,MindCare,$1300,Full Time,02-03-2026,"As a Urban Planning Intern, you will conduct Operations and Entrepreneurship, developing strategies and analyzing market trends. You’ll collaborate with business leaders to drive operational improvements.",Business
Urban Planning Intern,"Market Analysis, Strategy, Entrepreneurship",3 Months,Summer,InnoWorks,$1000,Part Time,20-02-2026,"As a Urban Planning Intern, you will conduct Market Analysis, Strategy and Entrepreneurship, developing strategies and analyzing market trends. You’ll collaborate with business leaders to drive operational improvements.",Business
UX Research Intern,"Illustration, Photoshop, Brand Identity",2 Months,Summer,MindCare,$1400,Full Time,18-12-2025,"As a UX Research Intern, you will create Illustration, Photoshop and Brand Identity, designing user-centric visuals or prototypes using Adobe Creative Suite or Figma. You’ll work with design teams to refine brand aesthetics.",Design
UX Research Intern,"Typography, Brand Identity, Layouts",3 Months,Summer,InnoWorks,$800,Part Time,08-12-2025,"As a UX Research Intern, you will create Typography, Brand Identity and Layouts, designing user-centric visuals or prototypes using Adobe Creative Suite or Figma. You’ll work with design teams to refine brand aesthetics.",Design
UX Research Intern,"Illustration, Typography, Layouts",6 Months,Long Term,TechNova,$1500,Full Time,25-12-2025,"As a UX Research Intern, you will create Illustration, Typography and Layouts, designing user-centric visuals or prototypes using Adobe Creative Suite or Figma. You’ll work with design teams to refine brand aesthetics.",Design
Veterinary Intern,"Pharmacology, Pathology, Anatomy",4 Months,Long-term,SecureX,"₹10,000",Part-time,04-10-2025,"As a Veterinary Intern, you will gain hands-on experience in Pharmacology, Pathology, Anatomy. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Veterinary
Veterinary Intern,"Pharmacology, Diagnostics, Anatomy",2 Months,Long-term,BuildCon,"₹6,000",Full-time,21-09-2025,"As a Veterinary Intern, you will gain hands-on experience in Pharmacology, Diagnostics, Anatomy. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Veterinary
Veterinary Intern,"Clinical Research, Pharmacology, Anatomy",3 Months,Converting,LexiCorp,"₹18,000",Full-time,13-09-2025,"As a Veterinary Intern, you will gain hands-on experience in Clinical Research, Pharmacology, Anatomy. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Veterinary
Veterinary Intern,"Clinical Research, Diagnostics, Pathology",2 Months,Research,OpenAI Labs,"₹15,000",Full-time,25-09-2025,"As a Veterinary Intern, you will gain hands-on experience in Clinical Research, Diagnostics, Pathology. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Veterinary
Video Editing Intern,"Storyboarding, Photography, Graphic Design",3 Months,Summer,InnoWorks,"₹15,000",Part-time,28-09-2025,"As a Video Editing Intern, you will gain hands-on experience in Storyboarding, Photography, Graphic Design. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Video Editing
Video Editing Intern,"Photography, Graphic Design, Animation",6 Months,Long-term,EcoLabs,"₹18,000",Full-time,26-09-2025,"As a Video Editing Intern, you will gain hands-on experience in Photography, Graphic Design, Animation. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Video Editing
Video Editing Intern,"Graphic Design, Photography, Storyboarding",3 Months,Long-term,BioGen Labs,"₹20,000",Full-time,10-09-2025,"As a Video Editing Intern, you will gain hands-on experience in Graphic Design, Photography, Storyboarding. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Video Editing
Video Editing Intern,"Animation, Storyboarding, Photography",3 Months,Summer,GreenWorld,"₹10,000",Part-time,21-09-2025,"As a Video Editing Intern, you will gain hands-on experience in Animation, Storyboarding, Photography. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Video Editing
VR Interaction Intern,"Typography, Photoshop, Layouts",6 Months,Long Term,PixelTech,$1700,Full Time,10-01-2026,"As a VR Interaction Intern, you will create Typography, Photoshop and Layouts, designing user-centric visuals or prototypes using Adobe Creative Suite or Figma. You’ll work with design teams to refine brand aesthetics.",Design
VR Interaction Intern,"Illustration, Brand Identity, Layouts",4 Months,Semester,MindCare,$900,Part Time,28-12-2025,"As a VR Interaction Intern, you will create Illustration, Brand Identity and Layouts, designing user-centric visuals or prototypes using Adobe Creative Suite or Figma. You’ll work with design teams to refine brand aesthetics.",Design
VR Interaction Intern,"Illustration, Typography, Photoshop, Brand Identity",2 Months,Summer,InnoWorks,$1300,Full Time,15-01-2026,"As a VR Interaction Intern, you will create Illustration, Typography, Photoshop and Brand Identity, designing user-centric visuals or prototypes using Adobe Creative Suite or Figma. You’ll work with design teams to refine brand aesthetics.",Design
Web Development Intern,"HTML, CSS, JavaScript",2 Months,Summer,LexiCorp,"₹18,000",Part-time,13-09-2025,"As a Web Development Intern, you will gain hands-on experience in HTML, CSS, JavaScript. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Web Development
Web Development Intern,"HTML, CSS, JavaScript, react",4 Months,Research,BuildCon,"₹12,000",Part-time,15-09-2025,"As a Web Development Intern, you will gain hands-on experience in HTML, CSS, JavaScript, react. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Web Development
Web Development Intern," CSS, JavaScript, Express",3 Months,Long-term,EduNext,"₹15,000",Full-time,12-09-2025,"As a Web Development Intern, you will gain hands-on experience in  CSS, JavaScript, Express. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Web Development
Web Development Intern,"React, flask, javascript",3 Months,Long-term,InnoWorks,"₹8,000",Full-time,25-09-2025,"As a Web Development Intern, you will gain hands-on experience in React, flask, javascript. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Web Development
Wildlife Research Intern,"Biodiversity, Conservation, GIS",3 Months,Summer,BuildCon,$1200,Part Time,05-03-2026,"As a Wildlife Research Intern, you will work on Biodiversity, Conservation and GIS, contributing to sustainability projects or environmental analysis using GIS tools or climate models. You’ll partner with researchers to promote eco-friendly solutions.",Environment
Wildlife Research Intern,"Climate Change, Environmental Impact, GIS",6 Months,Long Term,PixelTech,$1600,Full Time,22-02-2026,"As a Wildlife Research Intern, you will work on Climate Change, Environmental Impact and GIS, contributing to sustainability projects or environmental analysis using GIS tools or climate models. You’ll partner with researchers to promote eco-friendly solutions.",Environment
