Job Title,Job Topics,Duration,Type,Company,Stipend,Job Type,Last Date,Job Description,Job Role
Risk Management Intern,"Credit Risk, Operational Audits",4 Months,Long Term,SecureFin,$11000,Full Time,21-08-2026,"As a Risk Management Intern, you will gain hands-on experience in Credit Risk, Operational Audits. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Banking and Financial Services
Bioenergy Intern,"Biomass Conversion, Energy Yield Optimization",4 Months,Research,BioEnergy Lab,$15000,Onsite,21-08-2026,"As a Bioenergy Intern, you will gain hands-on experience in Biomass Conversion, Energy Yield Optimization. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Bioenergy
Sustainable Fashion Intern,"Typography, Layouts, Brand Identity",6 Months,Long Term,Vesper Ventures,$1700,Full Time,22-08-2026,"As a Sustainable Fashion Intern, you will create Typography, Layouts and Brand Identity, designing user-centric visuals or prototypes using Adobe Creative Suite or Figma. Youâ€™ll work with design teams to refine brand aesthetics.",Design
Immersive Audio Intern,"Spatial Audio, Sound Design",5 Months,Semester,AudioVibe,$1300,Full Time,24-08-2026,"As an Immersive Audio Intern, you will gain hands-on experience in Spatial Audio, Sound Design. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Immersive Audio
Photonic Computing Intern,"Optical Processors, Light-Based Circuits",3 Months,Semester,Photonix,$1050,Full Time,24-08-2026,"As a Photonic Computing Intern, you will gain hands-on experience in Optical Processors, Light-Based Circuits. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Photonic Computing
Bioengineering Intern,"Pathology, Diagnostics, Pharmacology",6 Months,Long Term,Theban Works,$1300,Full Time,25-08-2026,"As a Bioengineering Intern, you will engage in Pathology, Diagnostics and Pharmacology, analyzing clinical data or developing diagnostic tools. Youâ€™ll collaborate with healthcare professionals to advance medical research or patient care.",Medical
Merchandising Intern,"Display Planning, Inventory Audits",2 Months,Summer,MerchPro,$1200,Full Time,26-08-2026,"As a Merchandising Intern, you will gain hands-on experience in Display Planning, Inventory Audits. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Retail & Consumer Durables
Quality Assurance Intern,"Batch Validation, Stability Testing",3 Months,Research,QA Pharm,$10000,Full Time,28-08-2026,"As a Quality Assurance Intern, you will gain hands-on experience in Batch Validation, Stability Testing. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Pharmaceutical
AgriTech Solutions Intern,"Irrigation Systems, AgriTech, Crop Management",4 Months,Semester,The Velvet Anchor,$1200,Onsite,28-08-2026,"As a AgriTech Solutions Intern, you will explore Irrigation Systems, AgriTech and Crop Management, optimizing farming practices or analyzing soil data using precision agriculture tools. Youâ€™ll collaborate with agronomists to improve crop yields.",Agriculture
Network Management Intern,"Optimization, Troubleshooting, Network Configuration",4 Months,Summer,The Rusting Tide,$1300,Full Time,29-08-2026,"As a Network Management Intern, you will gain hands-on experience in Optimization, Troubleshooting, Network Configuration. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Telecom
Smart Textile Design Intern,"Responsive Fabrics, Wearable Tech Integration",3 Months,Summer,TextileSmart,$950,Full Time,30-08-2026,"As a Smart Textile Design Intern, you will gain hands-on experience in Responsive Fabrics, Wearable Tech Integration. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Smart Textile Design
Defence Manufacturing Intern,"Testing, Assembly, Weapon Systems",2 Months,Semester,Arcane Innovations,$17000,Onsite,30-08-2026,"As a Defence Manufacturing Intern, you will gain hands-on experience in Testing, Assembly, Weapon Systems. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Aviation & Defence
Bioinformatics Analysis Intern,"Protein Modeling, Sequence Alignment",2 Months,Research,BioInfo Solutions,$14000,Onsite,31-08-2026,"As a Bioinformatics Analysis Intern, you will gain hands-on experience in Protein Modeling, Sequence Alignment. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Bioinformatics Analysis
Software Developer Intern,"Version Control, Coding, Debugging",2 Months,Research,Selene Systems,$9000,Onsite,31-08-2026,"As a Software Developer Intern, you will gain hands-on experience in Version Control, Coding, Debugging. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",IT and Software Development
Quality Control Intern,"Fabric Testing, Defect Detection",3 Months,Summer,The Silent Loom,$13000,Onsite,31-08-2026,"As a Quality Control Intern, you will gain hands-on experience in Fabric Testing, Defect Detection. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Textile Manufacturing
Augmented Reality Education Intern,"AR Learning Modules, Interactive Simulations",5 Months,Semester,ARLearn,$1350,Full Time,01-09-2026,"As an Augmented Reality Education Intern, you will gain hands-on experience in AR Learning Modules, Interactive Simulations. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",AR Education
Digital HR Intern,"Strategy, Entrepreneurship",2 Months,Summer,Orbital Ops,$1400,Full Time,02-09-2026,"As a Digital HR Intern, you will conduct Strategy and Entrepreneurship, developing strategies and analyzing market trends. Youâ€™ll collaborate with business leaders to drive operational improvements.",Business
Digital Anthropology Intern,"Online Rituals, Virtual Communities",4 Months,Research,AnthroDigital,$11500,Onsite,02-09-2026,"As a Digital Anthropology Intern, you will gain hands-on experience in Online Rituals, Virtual Communities. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Digital Anthropology
Green Chemistry Intern,"Sustainable Synthesis, Eco-Friendly Catalysts",3 Months,Semester,GreenChem,$1200,Full Time,03-09-2026,"As a Green Chemistry Intern, you will gain hands-on experience in Sustainable Synthesis, Eco-Friendly Catalysts. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Green Chemistry
Game Development Intern,"Level Design, Game Testing",2 Months,Converting,GameForge,$8000,Onsite,03-09-2026,"As a Game Development Intern, you will gain hands-on experience in Level Design, Game Testing. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Game Development
Mining Operations Intern,"Drilling Rigs, Blasting Techniques",5 Months,Semester,MineTech,$1400,Onsite,04-09-2026,"As a Mining Operations Intern, you will gain hands-on experience in Drilling Rigs, Blasting Techniques. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Metals & Mining
Cement Production Intern,"Kiln Operation, Quality",6 Months,Converting,Manticore Media,$800,Full Time,05-09-2026,"As a Cement Production Intern, you will gain hands-on experience in Kiln Operation, Quality. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Cement & Building Materials
Synthetic Olfaction Intern,"Artificial Scent Design, Odor Sensors",5 Months,Semester,OlfaSynth,$1350,Full Time,05-09-2026,"As a Synthetic Olfaction Intern, you will gain hands-on experience in Artificial Scent Design, Odor Sensors. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Synthetic Olfaction
Sustainable Fashion Intern,"Illustration, Photoshop, Brand Identity",3 Months,Summer,Titan Technologies,$1100,Onsite,05-09-2026,"As a Sustainable Fashion Intern, you will create Illustration, Photoshop and Brand Identity, designing user-centric visuals or prototypes using Adobe Creative Suite or Figma. Youâ€™ll work with design teams to refine brand aesthetics.",Design
Urban Mobility Intern,"Operations, Entrepreneurship",3 Months,Summer,The Oracle Group,$1000,Onsite,08-09-2026,"As a Urban Mobility Intern, you will conduct Operations and Entrepreneurship, developing strategies and analyzing market trends. Youâ€™ll collaborate with business leaders to drive operational improvements.",Business
Climate Diplomacy Intern,"International Agreements, Policy Advocacy",3 Months,Semester,ClimateDiplomacy,$1150,Full Time,10-09-2026,"As a Climate Diplomacy Intern, you will gain hands-on experience in International Agreements, Policy Advocacy. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Climate Diplomacy
Renewable Fuel Intern,"Bioethanol Production, Fuel Testing",5 Months,Semester,FuelGreen,$1100,Full Time,10-09-2026,"As a Renewable Fuel Intern, you will gain hands-on experience in Bioethanol Production, Fuel Testing. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Renewable Fuels
AgriTech Solutions Intern,"Soil Analysis, Crop Management, Precision Farming",6 Months,Long Term,GreenWorld,$1500,Full Time,10-09-2026,"As a AgriTech Solutions Intern, you will explore Soil Analysis, Crop Management and Precision Farming, optimizing farming practices or analyzing soil data using precision agriculture tools. Youâ€™ll collaborate with agronomists to improve crop yields.",Agriculture
Virtual Reality Retail Intern,"VR Storefronts, Customer Immersion",2 Months,Research,VRRetail,$10500,Onsite,10-09-2026,"As a Virtual Reality Retail Intern, you will gain hands-on experience in VR Storefronts, Customer Immersion. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",VR Retail
Software Developer Intern,"API Development, Code Review",3 Months,Semester,CodeCraft,$12000,Onsite,11-09-2026,"As a Software Developer Intern, you will gain hands-on experience in API Development, Code Review. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",IT and Software Development
